"","X","nuts_2","nuts_1","country","trade_center","trade_center_1","trade_center_2","tc_ratio","tc_ratio_1","tc_ratio_2","tc_abs","tc_abs_1","tc_abs_2","capital","education","catholics","latitude","longitude","mountain","border_region","university_1500","coast_region","printingpress_pre1500","hanse","imperial","agri","altitude","dist_border","dist_coast","dist_trade","tc_dist","east_germany","bishop","mining","eqi100","residence","trade_years","Region","AREA","Year","AGSH","GDP","GDP_11","INDSH","POP","SERSH"
"FR42.2000",63,"FR42","FR4","France",1,1,0,0.5,0.5,0,1,1,0,0,29.4,62.3699989318848,48.2326450347901,7.4090530872345,0,1,0,0,1,0,1,1.66100001063751,214.050003051758,0.261883400380611,3.88456118106842,0,1.40758088910097,0,0,0,71.9300003051758,0,8,"Alsace",8280,"2000",0.021,36165,54229,0.299,1745,0.68
"FR43.2000",64,"FR43","FR4","France",0,0,0,0,0,0,0,0,0,0,23.4,62.3699989318848,47.2793645858765,6.28874564170838,0,1,1,0,1,0,1,1.81275000391148,491.400001525879,0.372963663190603,3.59366703033447,1.44263368844986,2.44263366997276,0,1,0,72.3600006103516,0,0,"Franche-Comté",16202,"2000",0.04,20390,30575,0.325,1122,0.635
"FR51.2000",65,"FR51","FR5","France",0,0,0,0,0,0,0,0,0,0,26.5,62.3699989318848,47.5180526733398,-0.811498737335206,0,0,1,1,1,0,0,1.72080000077872,79.3400001525879,0.803288084268569,0.772936952114106,1.11561772823334,2.11561770807567,0,0,0,69.3600006103516,0,0,"Pays de la Loire",32082,"2000",0.064,61277,91884,0.28,3255,0.655
"FR52.2000",66,"FR52","FR5","France",1,0,1,0.25,0,0.25,1,0,1,0,28.1,62.3699989318848,48.1753330230713,-2.85408344864845,0,1,0,1,1,0,0,1.54800002283881,106.650001525879,0.222218414768577,0.178204928990454,0,2.22244750206411,0,0,0,84.3000030517578,0,6,"Bretagne",27209,"2000",0.072,52651,78949,0.241,2933,0.688
"FR53.2000",67,"FR53","FR5","France",0,0,0,0,0,0,0,0,0,0,21,62.3699989318848,46.136887550354,-0.0409786254167557,0,0,1,1,1,0,0,1.79850001986644,96.3250012397767,0.96027620881796,0.955476298928262,0.950645178556441,1.9506451910961,0,0,0,78.3199996948242,0,0,"Poitou-Charentes",25809,"2000",0.075,29000,43486,0.243,1652,0.683
"FR61.2000",68,"FR61","FR6","France",1,1,0,0.4,0.2,0,2,1,0,0,27.2,62.3699989318848,44.3184814453125,-0.174798053503036,0,1,1,1,1,0,0,1.62699997834987,152.759998321533,0.825137543678284,0.827200704813004,0,1.57570128757637,0,1,0,79.4400024414062,0,6,"Aquitaine",41309,"2000",0.073,54882,82295,0.21,2938,0.716
"FR62.2000",69,"FR62","FR6","France",1,0,0,0.125,0,0,1,0,0,0,34.6,62.3699989318848,43.737624168396,1.40152044594288,1,1,1,0,1,0,0,1.83525003872783,401.462490081787,0.964153975248338,1.66086371243,0,1.78402410777234,0,1,0,70.1800003051758,0,6,"Midi-Pyrénées",45348,"2000",0.065,47591,71363,0.22,2582,0.715
"FR63.2000",70,"FR63","FR6","France",1,1,0,0.333333333333333,0.333333333333333,0,1,1,0,0,26,62.3699989318848,45.7736892700195,1.71339321136475,0,0,0,0,1,0,0,1.60199996754016,483.800018310547,2.46373510360718,2.44696307182312,0,1.5241749695673,0,0,0,77.4199981689453,0,10,"Limousin",16942,"2000",0.077,12096,18139,0.24,714,0.683
"FR71.2000",71,"FR71","FR7","France",1,1,0,0.125,0.125,0,1,1,0,0,28.5,62.3699989318848,45.5092282295227,5.29606103897095,1,1,0,0,1,0,0,1.5408750017521,844.024991989136,0.973464539274573,2.04161870479584,0,1.95263091680911,0,0,0,79,0,6,"Rhône-Alpes",43698,"2000",0.027,121721,182521,0.279,5701,0.694
"FR72.2000",72,"FR72","FR7","France",0,0,0,0,0,0,0,0,0,0,28.3,62.3699989318848,45.5685939788818,3.20798045396805,1,0,0,0,0,0,0,1.39750000543848,651.925010681152,2.14709928631782,2.18654012680054,1.439956843853,2.43995689282768,0,0,1,73.8499984741211,0,0,"Auvergne",26013,"2000",0.072,22743,34104,0.27,1313,0.658
"FR81.2000",73,"FR81","FR8","France",1,1,0,0.6,0.4,0,3,2,0,0,26,62.3699989318848,43.5550888061523,3.16499371528625,1,1,1,1,1,0,0,1.6145999838927,413.340002441406,0.519488433003425,0.59774131178856,0,1.34732029587057,0,0,0,73.2799987792969,0,10,"Languedoc-Roussillon",27376,"2000",0.059,37961,56923,0.173,2327,0.768
"FR82.2000",74,"FR82","FR8","France",1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,2,2,2,0,26.8,62.3699989318848,43.9491380055745,6.08874567349752,1,1,1,1,1,0,0,1.65316666012243,669.133333841959,0.430209944645564,0.59332467863957,0,1.8412585100831,0,1,0,66.2799987792969,0,12,"Provence-Alpes-Côte d'Azur",31400,"2000",0.028,88579,132825,0.172,4542,0.8
"ITC1.2000",75,"ITC1","ITC","Italy",0,0,0,0,0,0,0,0,0,0,13.7,81.7966995239258,45.2624607086182,8.14168763160705,1,1,0,1,1,0,0,1.57649998906866,316.087497711182,0.390733301639557,1.05259738489986,1.00788101553917,2.00788099008117,0,0,0,58.0699996948242,0,0,"Piemonte",25387,"2000",0.04,93493,163414,0.349,4234,0.611
"ITC2.2000",76,"ITC2","ITC","Italy",0,0,0,0,0,0,0,0,0,0,10.8,81.7966995239258,45.7272415161133,7.37017154693604,1,1,0,0,0,0,0,1.00899999995981,635.200012207031,0.16975162923336,1.79950535297394,1.77282094955444,2.77282083833806,0,0,0,75.7799987792969,0,0,"Valle d’Aosta/Vallée d’Aoste",3261,"2000",0.052,2742,4792,0.221,119,0.726
"ITC3.2000",77,"ITC3","ITC","Italy",1,1,1,0.25,0.25,1,1,1,4,0,18.7,81.7966995239258,44.2191982269287,8.74519634246826,0,1,0,1,1,0,0,1.58250000207298,461.525001525879,0.104744674637913,0.099974486976862,0,1.65717745242127,0,1,0,49.6100006103516,0,10,"Liguria",5416,"2000",0.032,32486,56782,0.214,1591,0.754
"ITC4.2000",78,"ITC4","ITC","Italy",1,1,0,0.272727272727273,0.0909090909090909,0,3,1,0,0,15.5,81.7966995239258,45.6121697859331,9.65024150501598,1,1,1,0,1,0,0,1.80163633923067,626.636365023527,0.506801897151904,1.37531448494304,0,1.40983714873879,0,1,0,46.7599983215332,1,7,"Lombardia",23864,"2000",0.026,223980,391488,0.367,9058,0.607
"ITF1.2000",79,"ITF1","ITF","Italy",0,0,1,0,0,0.25,0,0,1,0,16.2,81.7966995239258,42.3012809753418,13.9524223804474,1,1,0,1,1,0,0,1.79600000296768,688.1750125885,0.333212994039059,0.32802714779973,1.21556332707405,2.21556330214763,0,0,0,40.8600006103516,1,0,"Abruzzo",10832,"2000",0.065,20122,35171,0.323,1253,0.612
"ITF2.2000",80,"ITF2","ITF","Italy",0,0,0,0,0,0,0,0,0,0,14.6,81.7966995239258,41.6829147338867,14.5006575584412,1,1,0,1,0,0,0,1.8410000082607,641.649993896484,0.479654952883721,0.476708620786667,0.928595840930938,1.9285958526455,0,0,0,33.7299995422363,0,0,"Molise",4461,"2000",0.086,4724,8258,0.28,312,0.635
"ITF3.2000",81,"ITF3","ITF","Italy",1,1,1,0.2,0.2,0.4,1,1,2,0,12.5,81.7966995239258,40.932307434082,14.7125129699707,1,0,1,1,1,0,0,1.83419999571506,445.440002441406,0.296743825823069,0.291674426198006,0,1.49123583247838,0,1,0,10.1800003051758,1,10,"Campania",13671,"2000",0.072,69751,121916,0.219,5689,0.709
"ITF4.2000",82,"ITF4","ITF","Italy",1,1,1,0.8,0.2,0.8,4,1,4,0,11.2,81.7966995239258,40.7736381530762,17.0584474563599,0,1,0,1,0,0,0,1.70399999504339,110.740000152588,0.166125319898128,0.1576640188694,0,1.23305959027242,0,1,0,22.8700008392334,0,10,"Puglia",19541,"2000",0.127,50149,87654,0.23,3955,0.642
"ITF5.2000",83,"ITF5","ITF","Italy",0,0,0,0,0,0,0,0,0,0,12.4,81.7966995239258,40.4821739196777,16.1623106002808,1,0,0,1,0,0,0,1.73699994829532,451.04999923706,0.438076630234718,0.429439797997475,0.764360547065735,1.76436052934512,0,1,0,33.2400016784668,0,0,"Basilicata",10073,"2000",0.107,8138,14224,0.281,575,0.612
"ITF6.2000",84,"ITF6","ITF","Italy",0,0,1,0,0,1,0,0,5,0,14,81.7966995239258,38.8968894958496,16.4082244873047,1,0,0,1,1,0,0,1.48920001714367,250.200003051758,0.132722873985767,0.131987825036049,1.87075209617615,2.87075201749052,0,1,0,13,1,0,"Calabria",15222,"2000",0.163,23503,41081,0.164,1956,0.673
"ITH1+ITH2.2000",85,"ITH1+ITH2","ITH","Italy",1,0,1,1,0,0.5,2,0,1,0,13.35,81.7966995239258,46.379472732544,11.3190040588379,1,1,0,0,0,0,0,1.12149999786446,1495.44998168946,0.499310791492462,1.45643186569214,0,1,0,0,0,75.5449981689453,0,6,"Provincia Autonoma di Bolzano/Bozen-Provincia Autonoma di Trento",13606,"2000",0.075,23655,41346,0.236,950,0.689
"ITH3.2000",86,"ITH3","ITH","Italy",1,1,1,0.571428571428571,0.142857142857143,0.571428571428571,4,1,4,0,13.1,81.7966995239258,45.5700623648507,11.8395362581526,1,1,1,1,1,0,0,1.84957140804264,277.571428111621,0.475390936248005,0.643668758017677,0,1.1839618760981,0,0,0,50.5699996948242,0,10,"Veneto",18407,"2000",0.051,99496,173906,0.378,4554,0.571
"ITH4.2000",87,"ITH4","ITH","Italy",1,0,1,0.25,0,0.25,1,0,1,0,12.9,81.7966995239258,45.9511575698853,13.2370929718018,0,1,0,1,1,0,0,1.92849999317679,184.400001525879,0.243386350572109,0.275057791848667,0,1.41878379975992,0,0,0,64.9599990844727,0,6,"Friuli-Venezia Giulia",7862,"2000",0.043,25194,44035,0.297,1186,0.66
"ITH5.2000",88,"ITH5","ITH","Italy",1,1,1,0.222222222222222,0.222222222222222,0.111111111111111,2,2,1,0,16.4,81.7966995239258,44.4758716159397,11.1928519142999,0,1,1,1,1,0,0,1.90844444492797,188.73333163725,0.558257490189539,0.566001759635077,0,1.47052746131601,0,1,0,53.2000007629395,1,7,"Emilia-Romagna",22453,"2000",0.062,95443,166823,0.338,4048,0.6
"ITI1.2000",89,"ITI1","ITI","Italy",1,1,1,0.5,0.4,0.5,5,4,5,0,14.8,81.7966995239258,43.6205657958984,10.9351135253906,0,1,1,1,1,0,0,1.73570000189068,282.249995422363,0.456850245594978,0.475174314714968,0,1.19258396017798,0,1,0,48.6500015258789,1,9,"Toscana",22987,"2000",0.033,73219,127977,0.314,3557,0.653
"ITI2.2000",90,"ITI2","ITI","Italy",0,0,0,0,0,0,0,0,0,0,15.9,81.7966995239258,42.8802890777588,12.4909434318542,0,0,1,0,1,0,0,1.95300004237442,402.450012207031,0.772439062595367,0.81086328625679,0.764520466327667,1.76452047273639,0,0,0,56.5,0,0,"Umbria",8464,"2000",0.047,15430,26970,0.307,845,0.646
"ITI3.2000",91,"ITI3","ITI","Italy",1,1,0,0.25,0.25,0,1,1,0,0,15.2,81.7966995239258,43.3292827606202,13.1688957214355,0,1,0,1,1,0,0,1.84275003041202,276.224996566773,0.311507262289524,0.318645246326923,0,1.38624475826943,0,0,0,50.6100006103516,1,10,"Marche",9401,"2000",0.046,27523,48107,0.361,1468,0.592
"ITI4.2000",92,"ITI4","ITI","Italy",1,1,1,0.2,0.2,0.4,1,1,2,1,19,81.7966995239258,41.9694778442383,12.8289323806763,1,0,1,1,1,0,0,1.94179997784424,251.279998779297,0.339214216172695,0.412381222844124,0,1.66933748536352,0,0,0,33.060001373291,1,10,"Lazio",17232,"2000",0.032,109996,192259,0.183,5188,0.785
"NL11.2000",93,"NL11","NL1","Netherlands",0,0,1,0,0,0.333333333333333,0,0,1,0,31,30.4867000579834,53.2169418334961,6.79892174402873,0,1,0,1,0,1,0,1.41099999561788,0,0.137509965648254,0.145832485208909,0.809166590372721,1.80916661449635,0,0,0,97.6100006103516,0,0,"Groningen",2325,"2000",0.028,14024,25195,0.22,563,0.752
"NL12.2000",94,"NL12","NL1","Netherlands",0,0,1,0,0,0.333333333333333,0,0,1,0,25.6,30.4867000579834,53.0522282918294,5.80229187011719,0,1,0,1,0,1,0,1.24400000002352,-1.86666667461395,0.256069997946421,0.256042550007502,0.648517529169719,1.64851751314337,0,0,0,97.6100006103516,0,0,"Friesland",3326,"2000",0.05,11459,20586,0.264,625,0.687
"NL13.2000",95,"NL13","NL1","Netherlands",0,0,0,0,0,0,0,0,0,0,25.2,30.4867000579834,52.8500022888183,6.6103466351827,0,1,0,0,0,0,0,1.04133333221553,12.4666665395101,0.292066077391307,0.537355790535609,0.411465287208557,1.41146529406079,0,0,0,97.6100006103516,0,0,"Drenthe",2636,"2000",0.058,8412,15112,0.255,470,0.687
"NL21.2000",96,"NL21","NL2","Netherlands",1,1,0,0.666666666666667,0.666666666666667,0,2,2,0,0,28.4,30.4867000579834,52.4306424458822,6.40254815419515,0,1,0,0,1,1,0,1.1403333291887,8.26666665077209,0.345824872454007,0.945421040058137,0,1.15524162159552,0,0,0,87.9000015258789,0,7,"Overijssel",3323,"2000",0.04,20967,37667,0.276,1078,0.684
"NL22.2000",97,"NL22","NL2","Netherlands",0,0,0,0,0,0,0,0,0,0,31.8,30.4867000579834,52.0100593566895,5.85492789745331,0,1,0,0,1,1,0,1.40450000669616,16.2499996423721,0.300113797187805,1.14105631411076,0.422081857919693,1.42208184088229,0,0,0,87.9000015258789,0,0,"Gelderland",4969,"2000",0.032,36490,65554,0.235,1919,0.733
"NL23.2000",98,"NL23","NL2","Netherlands",0,0,0,0,0,0,0,0,0,0,28.1,30.4867000579834,52.5467948913574,5.53886318206787,0,0,0,0,0,0,0,1.14100000913713,-4.69999980926514,0.563926160335541,0.56324166059494,0.540155291557312,1.54015533082148,0,0,0,87.9000015258789,0,0,"Flevoland (1960 - )",1413,"2000",0.06,5171,9290,0.188,317,0.751
"NL31.2000",99,"NL31","NL3","Netherlands",1,0,0,1,0,0,1,0,0,0,42.9,30.4867000579834,52.1185150146484,5.20970010757446,0,0,0,0,1,0,0,1.33100000628895,13.1000003814697,0.654065072536469,0.722610414028168,0,1,0,1,0,89.9599990844727,0,6,"Utrecht",1382,"2000",0.019,30879,55473,0.134,1108,0.847
"NL32.2000",100,"NL32","NL3","Netherlands",1,0,0,0.142857142857143,0,0,1,0,0,1,39.7,30.4867000579834,52.4982670375279,4.84458405630929,0,0,0,1,1,0,0,1.60142854802275,0.700000030653817,0.227332333368914,0.222881772688457,0,1.20018625943122,0,0,0,89.9599990844727,0,6,"Noordholland",2664,"2000",0.019,64567,115994,0.162,2518,0.819
"NL33.2000",101,"NL33","NL3","Netherlands",1,0,0,0.333333333333333,0,0,2,0,0,0,33.3,30.4867000579834,52.0063692728678,4.50216102600097,0,1,0,1,1,0,0,1.36999998943934,0.233333269755045,0.197504966209332,0.234368157883485,0,1.17543685716304,0,0,0,89.9599990844727,0,6,"Zuidholland",2806,"2000",0.033,77098,138506,0.176,3398,0.791
"NL34.2000",102,"NL34","NL3","Netherlands",0,0,0,0,0,0,0,0,0,0,25.4,30.4867000579834,51.4020881652832,3.7931078672409,0,1,0,1,1,0,0,1.06449999727363,-0.25,0.0630036499351263,0.0566021166741848,0.367343485355377,1.36734351431506,0,0,0,89.9599990844727,0,0,"Zeeland",1784,"2000",0.026,7172,12885,0.26,372,0.714
"NL41.2000",103,"NL41","NL4","Netherlands",0,0,0,0,0,0,0,0,0,0,30.4,30.4867000579834,51.564266204834,5.15128910541535,0,1,0,1,1,0,0,1.3450000064482,16.4500000476837,0.178799491375685,0.847156152129173,0.435555785894394,1.43555578250544,0,0,0,85.6900024414062,0,0,"Noordbrabant",4914,"2000",0.031,53630,96345,0.276,2356,0.693
"NL42.2000",104,"NL42","NL4","Netherlands",1,0,0,0.333333333333333,0,0,1,0,0,0,27.1,30.4867000579834,51.2032814025879,5.92319679260254,0,1,0,0,0,1,0,1.56166668832337,47.9666678110759,0.0809902660548687,1.51891855398814,0,1.29899173611447,0,0,0,85.6900024414062,0,6,"Limburg",2148,"2000",0.038,22672,40730,0.289,1141,0.673
"AT11.2010",1,"AT11","AT1","Austria",0,0,0,0,0,0,0,0,0,0,15.1,70.513298034668,47.5082105000814,16.4922383626302,0,1,0,0,0,0,0,1.88166666858021,223.166669209798,0.125508718192577,2.9036869208018,0.693312247594198,1.69331221930532,0,0,0,90.620002746582,1,0,"Burgenland",3962,"2010",0.055,4652,7818,0.252,284,0.693
"AT12+AT13.2010",2,"AT12+AT13","AT1","Austria",1,1,1,0.125,0.125,0.125,1,1,1,1,18.6875,70.513298034668,48.2306914329529,15.9105032682419,1,1,1,0,1,0,0,1.71674999007209,412.137495040894,0.440830109640956,3.23650321364403,0,1.47737403183456,0,1,0,84.5499982833862,1,8,"Lower Austria",19601,"2010",0.037,85098,143030,0.196,3303,0.767
"AT21.2010",3,"AT21","AT2","Austria",1,0,0,0.333333333333333,0,0,1,0,0,0,17.3,70.513298034668,46.7263209025065,13.9798091252645,1,1,0,0,0,0,0,1.09500000176393,799.133321126302,0.224680222570896,1.08139048020045,0,1.36817438619911,0,1,0,88.120002746582,0,6,"Carinthia",9538,"2010",0.064,11298,18989,0.26,557,0.676
"AT22.2010",4,"AT22","AT2","Austria",1,0,0,0.333333333333333,0,0,2,0,0,0,16.6,70.513298034668,47.2274824778239,15.0753939946493,1,1,0,0,0,0,0,1.31366666708102,721.183319091798,0.621018941203753,1.96369731426239,0,1.35549268314913,0,1,0,81.3499984741211,1,6,"Styria",16401,"2010",0.059,25176,42316,0.289,1206,0.652
"AT31.2010",5,"AT31","AT3","Austria",1,1,0,0.2,0.2,0,1,1,0,0,16.5,70.513298034668,48.1311820983887,13.983486366272,1,1,0,0,0,0,0,1.54280001423709,825.039990234375,0.35951232612133,2.40560808181763,0,1.35712919159532,0,0,0,82.629997253418,0,13,"Upper Austria",11980,"2010",0.059,33545,56381,0.321,1410,0.62
"AT32.2010",6,"AT32","AT3","Austria",1,0,0,0.333333333333333,0,0,1,0,0,0,19.7,70.513298034668,47.4059092203776,13.2349650065104,1,1,0,0,0,0,0,1.13933333484089,1556.26664225261,0.292552461226781,1.66095300515493,0,1.38034760086508,0,1,0,82.0299987792969,0,6,"Salzburg",7156,"2010",0.037,14662,24643,0.247,527,0.716
"AT33.2010",7,"AT33","AT3","Austria",1,0,1,0.2,0,0.2,1,0,1,0,17,70.513298034668,47.1817337036133,11.429856300354,1,1,0,0,0,0,0,1.05299999823869,1669.64001464844,0.204038810729981,2.08236885070801,0,1.63198379226969,0,0,0,87.6600036621094,0,6,"Tyrol",12640,"2010",0.049,17629,29631,0.252,705,0.699
"AT34.2010",8,"AT34","AT3","Austria",0,0,0,0,0,0,0,0,0,0,16.8,70.513298034668,47.2718086242676,9.84349536895752,1,1,0,0,0,0,0,1.27499999886606,1454.70001220703,0.125429015606642,2.9877700805664,0.542340576648712,1.54234054783697,0,0,0,86.1600036621094,0,0,"Vorarlberg",2601,"2010",0.029,9409,15814,0.356,369,0.615
"BE10+BE24+BE31.2010",9,"BE10+BE24+BE31","BRU","Belgium",0,0,0,0,0,0,0,0,0,1,44.85,73.6669998168945,50.8117876052857,4.4978129863739,0,0,1,0,1,0,0,1.66200000066983,78.1249990463257,0.49574389308691,0.321398779749871,0.515691936016083,1.51569191375609,0,0,0,69.2500009536743,0,0,"Brabant",3358,"2010",0.005,85727,140441,0.109,2567,0.885
"BE21.2010",10,"BE21","BRU","Belgium",1,1,0,0.333333333333333,0.333333333333333,0,1,1,0,0,32,73.6669998168945,51.1952845255534,4.66450929641724,0,1,0,1,1,0,0,1.12733333659716,13.5666663646698,0.194770835340023,0.258319303393364,0,1.23217351780966,0,0,0,81.5500030517578,0,7,"Antwerp",2867,"2010",0.011,47483,77789,0.222,1755,0.767
"BE22.2010",11,"BE22","BRU","Belgium",0,0,0,0,0,0,0,0,0,0,28.6,73.6669998168945,50.9777323404948,5.44919983545939,0,1,0,0,0,0,0,1.51966666692993,53.5666669209798,0.18620441108942,1.03796182076136,0.443838159243266,1.44383820301338,0,0,0,81.5500030517578,0,0,"Limburg",2422,"2010",0.022,16170,26490,0.251,842,0.727
"BE23.2010",12,"BE23","BRU","Belgium",1,1,0,0.166666666666667,0.166666666666667,0,1,1,0,0,33.8,73.6669998168945,51.0409469604492,3.83994336922964,0,1,0,1,1,0,0,1.31400000666508,23.8833338419596,0.200145988414685,0.120569419736664,0,1.25098063928441,0,0,0,81.5500030517578,0,9,"East-Flanders",2982,"2010",0.018,30543,50037,0.237,1439,0.745
"BE25.2010",13,"BE25","BRU","Belgium",1,1,0,0.125,0.125,0,1,1,0,0,29.5,73.6669998168945,51.0023698806763,3.03980395197868,0,1,0,1,1,0,0,1.27674999747353,15.7374995825812,0.139936364255845,0.245725408196449,0,1.32724080538336,0,0,0,81.5500030517578,0,7,"West-Flanders",3144,"2010",0.028,25667,42048,0.26,1162,0.713
"BE32.2010",14,"BE32","BRU","Belgium",0,0,0,0,0,0,0,0,0,0,24,73.6669998168945,50.5302467346191,3.80521249771118,0,1,0,0,0,0,0,1.60028572045421,78.8000011444092,0.132214054930955,0.523812672921589,0.644875100680761,1.6448751073314,0,1,0,60.8899993896484,1,0,"Hainaut",3786,"2010",0.014,20020,32798,0.207,1314,0.779
"BE33.2010",15,"BE33","BRU","Belgium",0,0,0,0,0,0,0,0,0,0,30.4,73.6669998168945,50.5199653625488,5.66163244247436,0,1,0,0,1,0,0,1.59760000415687,297.979998779297,0.272358354926109,1.35952700376511,0.500069928169251,1.50006991739857,0,1,0,60.8899993896484,0,0,"Liege",3862,"2010",0.012,18737,30695,0.207,1072,0.781
"BE34.2010",16,"BE34","BRU","Belgium",0,0,0,0,0,0,0,0,0,0,32.3,73.6669998168945,49.9162681579589,5.55554666519165,0,1,0,0,0,0,0,1.54160000307483,362.7,0.169587423652411,1.63044590950012,1.01410856246948,2.01410855498587,0,0,0,60.8899993896484,0,0,"Luxembourg (region)",4440,"2010",0.042,4363,7148,0.198,270,0.76
"BE35.2010",17,"BE35","BRU","Belgium",0,0,0,0,0,0,0,0,0,0,31.5,73.6669998168945,50.2297922770182,4.80121262868246,0,1,0,0,0,0,0,1.62500000047869,199.233337402344,0.175289615988732,0.945948680241904,1.09079678853353,2.09079672720309,0,0,0,60.8899993896484,0,0,"Namur",3666,"2010",0.021,7957,13035,0.154,475,0.825
"DE11.2010",18,"DE11","DE1","Germany",0,0,0,0,0,0,0,0,0,0,30.3,31.7900009155273,48.9588317871094,9.51223388084998,1,0,0,0,1,0,1,1.89715385881746,364.323071993314,1.14582917323479,4.26190319428077,0.779242378014785,1.77924237889634,0,0,0,83.9400024414062,1,0,"Stuttgart, Regierungsbezirk",10558,"2010",0.012,100358,200197,0.324,3902,0.665
"DE12.2010",19,"DE12","DE1","Germany",0,0,0,0,0,0,0,0,0,0,29.3,31.7900009155273,49.025595664978,8.58567015329997,1,1,1,0,1,0,0,1.65550000630318,297.016665776571,0.480963324972739,4.22056625286738,0.840423703193664,1.84042369904945,0,0,0,83.9400024414062,0,0,"Karlsruhe, Regierungsbezirk",6919,"2010",0.007,62894,125462,0.281,2673,0.713
"DE13.2010",20,"DE13","DE1","Germany",1,1,0,0.1,0.1,0,1,1,0,0,27.2,31.7900009155273,47.9928050994873,8.2306670665741,1,1,0,0,1,0,1,1.53849999158819,571.440005493164,0.225971750915051,3.62353055477142,0,1.54179903998763,0,1,0,83.9400024414062,1,6,"Freiburg, Regierungsbezirk",9357,"2010",0.017,43765,87303,0.317,2142,0.666
"DE14.2010",21,"DE14","DE1","Germany",1,1,1,0.222222222222222,0.222222222222222,0.111111111111111,2,2,1,0,29.3,31.7900009155273,48.1818656921387,9.46944257948134,1,1,1,0,1,0,1,1.56499998263919,620.711113823785,0.545642007556227,3.7713606622484,0,1.32500101093419,0,0,0,83.9400024414062,1,13,"Tübingen, Regierungsbezirk",8918,"2010",0.022,39479,78753,0.334,1763,0.643
"DE21.2010",22,"DE21","DE2","Germany",0,0,0,0,0,0,0,0,0,0,33.4,31.7900009155273,48.1391304679539,11.6961159913436,1,1,1,0,1,0,0,1.70578261231772,548.565217391304,0.532675475610987,2.79858207702637,0.625518975050553,1.62551898494871,0,1,0,78.0899963378906,1,0,"Oberbayern, Regierungsbezirk",17530,"2010",0.018,123170,245702,0.215,4346,0.767
"DE22.2010",23,"DE22","DE2","Germany",0,0,0,0,0,0,0,0,0,0,21.6,31.7900009155273,48.7065846125285,12.7744170824687,1,1,0,0,1,0,0,1.57016667645999,425.408335367839,0.403768515214324,3.03084087371826,0.665270000696182,1.66526999879984,0,1,0,78.0899963378906,0,0,"Niederbayern, Regierungsbezirk",10329,"2010",0.046,24318,48510,0.331,1189,0.623
"DE23.2010",24,"DE23","DE2","Germany",1,1,1,0.2,0.1,0.1,2,1,1,0,21.7,31.7900009155273,49.4028690338135,12.0908705711365,0,1,0,0,1,0,1,1.38549999297927,421.850003051758,0.494920188188552,3.83177170753479,0,1.28904808896897,0,1,0,78.0899963378906,1,13,"Oberpfalz, Regierungsbezirk",9690,"2010",0.032,23064,46009,0.333,1081,0.635
"DE24.2010",25,"DE24","DE2","Germany",0,0,0,0,0,0,0,0,0,0,25.2,31.7900009155273,50.0784058204064,11.3724228785588,1,1,0,0,1,0,0,1.31707691918165,439.830770639273,0.765744474071722,3.74931546357962,0.630286418474638,1.63028640989889,0,1,0,78.0899963378906,1,0,"Oberfranken, Regierungsbezirk",7232,"2010",0.02,20709,41312,0.323,1076,0.657
"DE25.2010",26,"DE25","DE2","Germany",1,1,1,0.0833333333333333,0.0833333333333333,0.0833333333333333,1,1,1,0,26.7,31.7900009155273,49.3977632522583,10.8913815021515,0,0,0,0,1,0,1,1.48733333637888,356.066668192546,1.43662457664808,4.12320846319199,0,1.32258439809759,0,0,0,78.0899963378906,1,13,"Mittelfranken, Regierungsbezirk",7245,"2010",0.015,37966,75735,0.279,1710,0.706
"DE26.2010",27,"DE26","DE2","Germany",0,0,0,0,0,0,0,0,0,0,26.1,31.7900009155273,49.9710048039754,9.90336219469707,0,0,0,0,1,0,1,1.6747500094916,249.433334350586,1.72111839056015,3.57535382111867,0.690613945325216,1.6906139462299,0,1,0,78.0899963378906,0,0,"Unterfranken, Regierungsbezirk",8531,"2010",0.02,27411,54680,0.306,1322,0.674
"DE27.2010",28,"DE27","DE2","Germany",1,1,1,0.0714285714285714,0.0714285714285714,0.0714285714285714,1,1,1,0,24,31.7900009155273,48.1286634717669,10.4726956912449,1,1,0,0,1,0,1,1.71257143022014,584.114288330078,0.586558607806053,3.3386709690094,0,1.38140854816831,0,1,0,78.0899963378906,1,13,"Schwaben, Regierungsbezirk",9994,"2010",0.031,36933,73675,0.315,1785,0.653
"DE30.2010",29,"DE30","DE3","Germany",1,1,1,1,1,1,1,1,1,1,35.4,31.7900009155273,52.5068702697754,13.4244012832642,0,0,0,0,0,1,0,1.24999999557394,37.2000007629395,0.774605810642242,1.57808065414429,0,1,0,0,0,83.9400024414062,0,6,"Berlin",892,"2010",0,67016,133685,0.125,3443,0.875
"DE40.2010",30,"DE40","DE4","Germany",1,1,1,0.0555555555555556,0.0555555555555556,0.0555555555555556,1,1,1,0,30.9222222222222,31.7900009155273,52.389845530192,13.4539355172051,0,1,1,0,0,1,0,1.35288888833786,62.7944451438056,0.793112312753995,1.66130958331956,0,1.61204047839403,1,1,1,83.8899993896484,1,10,"Brandenburg",29484,"2010",0.029,37029,73866,0.221,2512,0.75
